Date,TV_Spend,Digital_Spend,Social_Media_Spend,Print_Spend,Discount_Applied,Sales,Units_Sold,Campaign_Type,Product_Type,Region
2024-03-03,60931,48332,38868,16213,5,268964.9,5090,Seasonal Sale,Dog Food,East
2024-05-22,17674,34642,35285,12248,5,148262.8,6906,Discount Offer,Cat Toys,East
2024-06-01,60516,25789,29154,9369,15,218951.19999999998,5746,Discount Offer,Cat Food,North
2024-05-24,70686,50268,25054,19611,5,284555.89999999997,4213,Seasonal Sale,Cat Food,North
2024-08-12,79212,35950,22165,13050,5,263110.0,5720,Seasonal Sale,Dog Toys,West
2024-11-04,12426,40563,19439,17221,5,147457.40000000002,4448,Seasonal Sale,Cat Toys,South
2024-04-13,78498,54649,27515,5464,20,285452.9,5568,New Product Launch,Cat Toys,East
2024-04-13,39943,51404,31962,10327,10,222732.1,6834,Seasonal Sale,Dog Food,North
2024-02-08,76395,47991,24464,10415,10,277981.8,6546,Seasonal Sale,Dog Toys,East
2024-07-16,54816,54065,35413,13115,10,261422.6,4709,Discount Offer,Dog Toys,West
2024-05-13,14138,62663,38270,5287,10,190457.2,4379,Discount Offer,Cat Toys,West
2024-03-07,14017,15350,25269,8195,15,98662.3,6787,Discount Offer,Cat Food,South
2024-06-27,20451,33312,36541,14067,15,159841.90000000002,6679,Brand Awareness,Dog Toys,West
2024-02-11,72956,39127,13009,6992,5,241491.5,5888,New Product Launch,Cat Food,East
2024-01-15,20278,43853,22007,12450,15,161567.9,5047,Seasonal Sale,Dog Food,South
2024-04-20,53764,52500,31462,7925,10,251723.9,4538,Discount Offer,Dog Toys,South
2024-06-05,11134,48785,16542,19515,20,155669.4,6992,Brand Awareness,Dog Toys,North
2024-10-15,72943,33610,22434,6120,5,240206.8,4752,Seasonal Sale,Dog Food,East
2024-08-18,64318,38590,34765,10310,5,250008.0,4534,Seasonal Sale,Dog Toys,West
2024-06-05,70128,44443,28769,5446,10,258418.9,4672,Discount Offer,Cat Toys,North
2024-02-07,31869,62997,27465,16024,10,226914.9,5064,Seasonal Sale,Cat Toys,East
2024-04-06,15039,22170,26868,16760,10,121599.6,4567,Seasonal Sale,Dog Food,East
2024-10-15,31281,28303,25156,19896,15,169265.30000000002,5436,Seasonal Sale,Cat Food,South
2024-09-10,20442,21207,25300,11627,5,123878.2,4414,Discount Offer,Cat Food,South
2024-07-14,37586,27316,18435,7896,10,152122.6,4448,Brand Awareness,Dog Toys,East
2024-03-26,63053,50187,9114,5721,20,234145.4,4609,Seasonal Sale,Cat Food,North
2024-11-17,60489,21240,13095,7163,5,184670.3,6705,Brand Awareness,Cat Food,South
2024-01-10,77087,16893,8951,15774,5,216021.1,6001,Seasonal Sale,Dog Food,South
2024-01-05,22625,28753,26468,14543,15,144706.4,5797,Discount Offer,Cat Food,East
2024-05-02,44397,53090,32073,8980,5,233202.6,6483,Brand Awareness,Cat Food,East
2024-11-25,68671,26232,39341,9502,10,242835.40000000002,4704,Discount Offer,Cat Food,South
2024-12-18,76897,32509,7768,16576,10,239947.7,6286,New Product Launch,Cat Toys,North
2024-04-27,36149,18117,38979,6725,20,160486.8,5065,Seasonal Sale,Cat Toys,South
2024-10-20,70030,51929,30351,13885,5,289571.2,4733,New Product Launch,Dog Food,East
2024-06-07,79906,63291,20445,8413,5,300414.8,4799,New Product Launch,Dog Toys,South
2024-10-29,15283,19042,6160,5494,15,89516.4,6057,New Product Launch,Dog Food,East
2024-08-15,17610,52201,27361,5947,10,162448.40000000002,6794,Seasonal Sale,Dog Toys,South
2024-12-30,53326,41746,12041,5022,20,201088.40000000002,5860,Discount Offer,Dog Toys,East
2024-08-03,24924,29016,23767,6128,10,136659.2,6186,New Product Launch,Cat Food,East
2024-07-02,10869,40022,15846,18986,5,140283.8,5890,Brand Awareness,Cat Food,North
2024-01-15,11014,50426,24924,5557,5,144877.5,4730,Seasonal Sale,Dog Food,East
2024-06-05,20103,42938,18882,14808,20,152525.19999999998,4195,Discount Offer,Dog Food,South
2024-05-15,43458,58678,19738,18228,5,230853.40000000002,5097,Discount Offer,Dog Food,East
2024-09-17,33248,67635,26019,8730,20,223567.3,5638,New Product Launch,Cat Toys,West
2024-06-05,53516,50712,6095,10341,20,212268.1,5658,Seasonal Sale,Cat Toys,South
2024-02-16,39061,54978,19123,11998,10,207114.4,5125,New Product Launch,Cat Toys,North
2024-11-19,34170,23787,33132,12182,20,163325.1,4263,Brand Awareness,Cat Toys,South
2024-11-27,18024,16986,6079,12034,5,91385.20000000001,6992,Discount Offer,Cat Toys,North
2024-06-21,53803,25942,34657,6656,15,211305.0,4919,Discount Offer,Cat Food,West
2024-05-09,29296,32458,37375,9173,15,167330.3,4160,Seasonal Sale,Dog Toys,North
2024-04-04,28257,27161,29754,10441,5,150037.4,5256,Discount Offer,Cat Toys,East
2024-04-24,22855,35689,36153,13998,15,170437.9,6538,Seasonal Sale,Dog Food,West
2024-08-30,30025,44163,23344,8312,15,183176.5,5810,New Product Launch,Dog Toys,West
2024-10-18,14458,50775,39241,18329,20,185508.6,4769,Brand Awareness,Cat Toys,North
2024-10-08,73610,48737,9979,18055,15,267791.8,4310,Seasonal Sale,Cat Toys,South
2024-10-25,59831,23772,6212,13645,15,197446.9,4226,New Product Launch,Cat Food,North
2024-10-09,53427,50592,14001,16167,15,223564.90000000002,4272,Brand Awareness,Cat Food,North
2024-03-09,48506,16211,18248,7324,10,162265.5,6985,Discount Offer,Cat Food,West
2024-05-27,15668,15229,38187,14639,5,123900.79999999999,4316,Brand Awareness,Cat Toys,East
2024-01-11,57195,68436,20608,10595,20,269034.1,5922,Brand Awareness,Cat Food,South
2024-09-10,34417,63542,36368,18338,15,243281.40000000002,6338,Brand Awareness,Cat Toys,North
2024-11-25,20751,29345,10283,15753,5,131232.40000000002,5492,Discount Offer,Dog Toys,East
2024-12-25,56218,50953,30854,10984,15,254033.69999999998,6776,Seasonal Sale,Dog Toys,East
2024-02-07,17352,46819,15715,7511,10,150439.6,5894,Seasonal Sale,Cat Toys,South
2024-05-13,38927,62779,21165,16063,10,223687.8,5601,Brand Awareness,Dog Food,East
2024-07-18,51094,31885,39108,5362,15,211646.30000000002,5792,New Product Launch,Cat Toys,North
2024-01-23,64122,41708,31797,8454,15,244787.8,5450,New Product Launch,Dog Toys,West
2024-10-29,39493,15048,15584,7798,15,141745.6,6422,Brand Awareness,Dog Toys,East
2024-12-11,41707,34950,19780,9620,10,177126.0,5925,Brand Awareness,Cat Toys,West
2024-10-28,78814,30173,26573,16645,10,267227.6,4566,New Product Launch,Cat Toys,South
2024-12-28,17296,67207,38359,8255,5,197015.8,6915,Brand Awareness,Cat Toys,South
2024-08-05,35398,64538,5526,6217,20,190539.90000000002,6802,Brand Awareness,Dog Toys,East
2024-05-20,45842,48737,12855,6485,20,203877.0,4251,Seasonal Sale,Dog Food,West
2024-04-13,23261,43036,39060,15295,10,186179.5,5556,Seasonal Sale,Cat Toys,North
2024-07-28,66704,62321,34482,10349,20,292952.80000000005,6354,Brand Awareness,Dog Toys,West
2024-04-20,77173,20820,21571,15728,15,245940.0,4674,Brand Awareness,Cat Toys,East
2024-04-13,41781,29292,36740,12195,5,192356.5,6915,Discount Offer,Dog Toys,West
2024-11-11,23652,18052,24142,15047,10,130223.09999999999,6311,Seasonal Sale,Cat Toys,West
2024-06-19,15103,59377,30104,12750,10,174646.3,6115,Brand Awareness,Dog Toys,South
2024-12-21,35500,38781,13625,18009,20,184851.4,5602,Discount Offer,Cat Toys,East
2024-11-19,45529,17302,20926,11079,15,162320.1,4513,Discount Offer,Cat Food,West
2024-05-12,28452,17283,36218,14399,5,151255.0,6816,Discount Offer,Cat Toys,East
2024-10-19,59393,63153,31380,14640,20,272888.5,4441,Discount Offer,Dog Toys,North
2024-11-23,41174,57567,25566,18686,10,239014.30000000002,4000,Seasonal Sale,Cat Toys,East
2024-05-06,74450,30620,38205,13035,10,260112.5,6405,Discount Offer,Dog Food,North
2024-04-15,45436,45461,34717,19376,20,232495.5,5138,Seasonal Sale,Cat Toys,East
2024-04-01,57406,35750,30135,6507,15,225758.7,4902,Discount Offer,Cat Toys,East
2024-10-13,73059,47890,33164,6003,5,275269.1,5623,Discount Offer,Cat Toys,West
2024-02-20,25954,38183,13953,11403,5,146806.4,5220,New Product Launch,Dog Food,West
2024-01-29,22356,24472,8574,19776,5,121161.40000000001,6321,Seasonal Sale,Dog Food,North
2024-10-22,12187,18727,25169,5925,5,107285.8,4855,New Product Launch,Dog Food,North
2024-10-23,45098,61500,26604,18143,15,245245.09999999998,5017,New Product Launch,Cat Food,South
2024-08-01,31225,40523,29134,13275,10,185314.8,5183,Discount Offer,Dog Food,West
2024-09-23,13606,45766,28202,19381,10,157041.5,6220,Seasonal Sale,Cat Food,North
2024-09-13,67620,52726,5684,11583,5,241916.09999999998,4584,Brand Awareness,Cat Toys,West
2024-10-28,42828,15524,13007,16934,5,151705.8,6976,Discount Offer,Cat Food,East
2024-04-10,36489,24079,14255,8927,5,144908.2,6528,Seasonal Sale,Cat Toys,South
2024-12-11,24387,23399,37262,14734,20,156025.3,4454,New Product Launch,Cat Food,West
2024-04-19,79463,42370,23093,5985,20,266958.1,4195,Seasonal Sale,Dog Food,West
2024-06-30,12591,31532,10782,19156,10,124699.0,6843,Discount Offer,Dog Food,West
2024-11-08,58516,31821,6234,9231,10,201096.4,4598,Seasonal Sale,Cat Food,West
2024-01-01,72061,58162,39188,10302,5,300300.8,5332,New Product Launch,Cat Food,North
2024-11-14,76736,18749,36996,19020,20,258641.7,5759,Seasonal Sale,Dog Food,North
2024-02-24,71753,26353,34204,10291,15,247361.4,4555,Seasonal Sale,Cat Toys,South
2024-05-28,21087,61777,22152,5908,20,184091.69999999998,6895,New Product Launch,Cat Toys,East
2024-11-04,40816,43477,30019,16100,10,219527.3,5517,Discount Offer,Cat Toys,East
2024-05-16,33408,39570,24488,17877,20,191753.30000000002,4438,Brand Awareness,Cat Toys,South
2024-07-20,10136,35837,24689,19239,10,135830.2,6697,New Product Launch,Dog Toys,East
2024-11-08,27413,26437,33506,10051,5,151540.80000000002,4358,New Product Launch,Cat Toys,North
2024-04-26,69500,53104,22715,15929,15,270392.9,5057,Discount Offer,Dog Toys,West
2024-06-02,66358,19551,18765,7586,5,200971.1,5111,Discount Offer,Dog Toys,East
2024-10-17,76197,17823,26942,14335,5,245527.4,6705,Seasonal Sale,Dog Food,West
2024-03-03,42854,69880,25478,6331,15,244277.7,6063,New Product Launch,Dog Food,West
2024-08-31,26322,27916,27551,11851,15,148295.3,6792,Seasonal Sale,Cat Food,North
2024-01-25,16968,30167,33072,16540,15,146507.9,4420,Seasonal Sale,Cat Toys,West
2024-03-30,37518,56445,7892,14745,10,203404.4,4552,Discount Offer,Cat Toys,East
2024-03-15,61925,62636,38966,15534,5,289598.60000000003,6814,Discount Offer,Dog Food,North
2024-10-20,69848,23391,29395,6806,10,226274.1,6840,Seasonal Sale,Dog Food,South
2024-07-28,11700,27658,23756,15292,15,116316.4,5149,New Product Launch,Dog Food,North
2024-12-12,33199,44685,27174,5805,10,182903.8,5031,New Product Launch,Cat Food,East
2024-01-17,54589,66134,39651,18743,15,290806.5,5491,Seasonal Sale,Cat Toys,North
2024-05-07,42115,38380,5797,9147,20,168049.1,4879,Brand Awareness,Cat Food,East
2024-12-29,71934,57431,13209,15967,15,282044.0,5885,Brand Awareness,Dog Toys,East
2024-09-07,64316,43919,26346,5071,5,251435.80000000002,4851,Discount Offer,Dog Toys,North
2024-06-27,15520,17311,33024,5027,5,116147.99999999999,4509,New Product Launch,Cat Toys,East
2024-06-30,46455,54993,34414,13660,5,249088.3,5859,Seasonal Sale,Dog Food,South
2024-05-31,51605,59333,10947,8983,10,230197.19999999998,5763,Seasonal Sale,Dog Food,East
2024-01-25,24955,58038,14617,13955,5,187849.9,4965,New Product Launch,Cat Food,South
2024-06-28,54049,28560,25704,12055,15,201024.3,5858,Discount Offer,Dog Toys,South
2024-07-16,23917,64756,33702,11690,20,216998.4,4913,Discount Offer,Dog Toys,East
2024-12-09,74925,63733,6892,14616,5,284254.5,5390,Brand Awareness,Cat Toys,West
2024-06-09,40954,53553,34754,15440,10,231096.3,5511,New Product Launch,Dog Toys,South
2024-06-25,51458,40993,8424,8832,20,198164.5,6065,New Product Launch,Dog Food,South
2024-10-11,31113,45492,18418,18107,5,179914.30000000002,6103,Seasonal Sale,Dog Food,North
2024-03-03,53939,35981,34886,17252,5,236255.90000000002,6966,New Product Launch,Dog Food,South
2024-05-29,39345,39143,39783,17262,20,219077.30000000002,5058,Brand Awareness,Cat Toys,South
2024-06-02,56313,27067,28057,18777,5,218898.6,6949,New Product Launch,Cat Food,South
2024-06-04,79166,38916,9833,14867,10,253756.30000000002,6677,Seasonal Sale,Dog Toys,South
2024-02-18,57861,56508,14894,5559,15,240199.69999999998,4793,Brand Awareness,Cat Toys,West
2024-12-02,59298,61421,5565,12957,15,244206.2,5596,Seasonal Sale,Cat Food,South
2024-03-24,57221,64990,23402,17666,20,266433.0,5806,New Product Launch,Cat Toys,East
2024-12-26,54942,18815,15315,8831,15,174126.6,4346,Discount Offer,Dog Toys,West
2024-06-25,13453,46836,17834,15110,5,145611.8,5055,New Product Launch,Dog Food,South
2024-05-27,64935,64999,7314,12344,5,258169.69999999998,4907,New Product Launch,Cat Food,East
2024-04-27,53370,52477,8883,10171,10,219078.2,5023,Seasonal Sale,Cat Food,East
2024-12-07,18328,52275,15051,5078,15,152498.5,4575,Discount Offer,Cat Toys,West
2024-03-03,25534,54343,16695,18696,20,183343.1,4198,New Product Launch,Cat Toys,West
2024-07-07,46320,19773,28123,9929,5,184789.0,5365,Brand Awareness,Dog Food,East
2024-12-25,59170,27446,12902,8647,20,192072.1,5998,Brand Awareness,Cat Toys,West
2024-02-18,18640,45733,22573,6031,5,147473.2,5254,Seasonal Sale,Dog Toys,West
2024-11-22,40049,68620,34374,12381,5,252263.9,6348,Seasonal Sale,Dog Toys,North
2024-09-13,15618,25464,17288,7072,10,104291.8,5016,Discount Offer,Dog Toys,West
2024-08-11,66053,63632,11884,17737,15,271738.5,4025,Seasonal Sale,Dog Toys,North
2024-05-20,11920,36576,15559,11911,10,128361.90000000001,5558,Discount Offer,Dog Food,West
2024-08-02,53937,18320,23125,11088,15,180412.8,6497,New Product Launch,Dog Food,West
2024-07-29,79724,25750,8688,6484,20,224403.0,6367,Brand Awareness,Dog Food,East
2024-11-13,22207,52466,28869,15437,15,193159.5,6203,Brand Awareness,Cat Toys,North
2024-02-01,75774,68463,9023,10838,20,287285.89999999997,4470,Brand Awareness,Dog Food,West
2024-06-06,42972,41572,22100,19258,5,211042.8,6467,Seasonal Sale,Cat Food,South
2024-10-11,20799,67825,12423,19772,20,198605.30000000002,4650,Seasonal Sale,Cat Food,West
2024-10-31,38916,32948,17213,6550,20,162101.6,4885,New Product Launch,Cat Food,East
2024-10-12,47158,65992,38158,17977,5,277695.30000000005,4929,Seasonal Sale,Cat Toys,East
2024-05-23,71510,53826,33460,19278,20,294945.8,5744,Discount Offer,Cat Toys,East
2024-01-19,68692,38515,36017,10497,20,256908.6,6882,Brand Awareness,Dog Food,North
2024-01-18,71744,42867,38000,9682,5,280522.7,4875,New Product Launch,Dog Toys,North
2024-09-13,25810,15726,31502,19439,5,150828.3,4941,Discount Offer,Cat Food,North
2024-03-18,15126,40820,35990,6829,5,161834.9,5308,Discount Offer,Cat Toys,South
2024-06-23,40009,21697,24515,8751,15,161698.6,4571,Seasonal Sale,Cat Food,North
2024-07-12,10192,59678,34991,11081,5,183627.30000000002,4053,Seasonal Sale,Dog Food,East
2024-04-22,46413,57025,12634,17914,5,218481.69999999998,4604,Brand Awareness,Cat Toys,North
2024-04-23,22816,27963,16498,15223,20,137434.40000000002,4324,New Product Launch,Dog Toys,North
2024-08-09,49082,64434,15916,11601,10,241103.30000000002,4884,Discount Offer,Dog Toys,West
2024-06-14,75048,16081,34377,9459,10,231497.8,4264,Seasonal Sale,Cat Toys,North
2024-11-14,60940,35269,38001,8856,15,238282.30000000002,4381,Seasonal Sale,Dog Toys,West
2024-05-11,42130,67033,6391,15374,15,228217.1,5236,New Product Launch,Dog Food,North
2024-09-20,50142,25776,19184,17661,10,197723.9,6380,New Product Launch,Dog Toys,West
2024-02-24,46468,46816,32114,11182,10,222386.0,5381,Seasonal Sale,Cat Food,East
2024-12-24,40698,29196,16882,11083,5,166056.69999999998,6250,Seasonal Sale,Cat Food,North
2024-05-10,20655,67122,22273,12970,20,197834.6,6105,Brand Awareness,Cat Food,East
2024-10-14,57897,57112,22129,7094,5,250278.19999999998,5517,New Product Launch,Cat Toys,North
2024-09-22,40075,30958,5427,19371,15,162352.5,5533,Discount Offer,Cat Toys,South
2024-12-31,19359,38369,36416,17095,10,173127.2,5791,Seasonal Sale,Cat Toys,South
2024-06-10,52056,26689,5731,11238,15,178870.5,4546,Seasonal Sale,Cat Toys,East
2024-03-27,61831,32331,5799,8032,5,201584.5,4870,Seasonal Sale,Cat Toys,East
2024-02-24,69191,52528,33873,18672,15,285452.8,6150,Seasonal Sale,Dog Food,South
2024-10-14,43272,28436,12025,6548,15,158535.8,5223,Brand Awareness,Cat Toys,South
2024-06-26,24671,15066,19481,18457,20,124379.9,4864,New Product Launch,Dog Toys,West
2024-12-14,37048,45725,30411,19228,15,210439.5,5965,Seasonal Sale,Dog Food,North
2024-01-08,35963,40212,36358,13559,5,196341.5,4397,New Product Launch,Cat Toys,South
2024-11-16,53954,48332,19961,5064,20,219833.6,5761,Discount Offer,Dog Toys,East
2024-11-08,10717,40401,26767,8299,15,141542.8,4391,Discount Offer,Dog Food,East
2024-09-03,21676,28393,26392,9849,5,134557.8,6153,Discount Offer,Cat Food,South
2024-11-18,14434,18670,18262,10639,10,98267.29999999999,5612,Discount Offer,Dog Food,East
2024-09-11,59810,40601,10229,7035,20,212631.8,5077,New Product Launch,Cat Toys,North
2024-11-23,14994,17251,28772,16055,15,123076.4,5300,Discount Offer,Dog Food,West
2024-02-23,14234,60717,23799,15068,15,170991.09999999998,6158,Discount Offer,Dog Food,North
2024-09-05,79300,48572,28555,10674,20,285958.4,6271,Seasonal Sale,Cat Food,West
2024-08-26,53949,42027,31616,18043,5,245055.0,6122,Seasonal Sale,Dog Food,West
2024-08-16,47405,46846,24333,7228,15,220791.4,6553,Seasonal Sale,Dog Food,South
2024-03-07,44872,36015,9261,10620,5,182865.7,6817,Brand Awareness,Cat Food,East
2024-02-20,52215,24583,8466,5596,20,170909.30000000002,6529,Seasonal Sale,Cat Toys,West
2024-04-06,33185,65387,8088,8606,15,196095.7,4363,Discount Offer,Dog Toys,South
2024-04-01,53442,38104,6115,15866,10,200845.6,6286,New Product Launch,Dog Food,East
2024-09-20,61759,27224,9578,8889,10,202742.5,5424,Discount Offer,Cat Food,East
2024-10-17,51153,53784,7590,8506,10,216117.6,4845,New Product Launch,Dog Food,West
2024-04-05,12581,45836,12372,15026,20,136001.0,5327,Discount Offer,Cat Toys,East
2024-03-28,61717,44299,8573,19951,15,239704.2,4391,Brand Awareness,Cat Toys,North
2024-03-18,12763,28036,7978,6395,20,90410.1,5040,Seasonal Sale,Cat Food,East
2024-10-14,65480,34933,14422,14778,15,235891.69999999998,6059,Discount Offer,Dog Toys,North
2024-04-29,48759,27392,28697,12529,10,196407.3,6046,Seasonal Sale,Dog Toys,East
2024-10-28,35307,22938,35820,13303,10,173158.3,4145,Brand Awareness,Dog Food,West
2024-06-13,21064,19141,9925,5452,5,101618.7,5305,Brand Awareness,Cat Food,West
2024-06-30,47548,38350,34430,15995,20,225727.5,5572,Seasonal Sale,Dog Toys,South
2024-08-10,46945,24546,33834,12336,20,198547.4,6216,Seasonal Sale,Cat Toys,North
2024-11-06,57937,20335,29435,7631,5,208525.6,6894,New Product Launch,Dog Toys,North
2024-01-07,16476,20077,26676,7186,10,113414.3,6217,Seasonal Sale,Cat Food,West
2024-11-25,61756,61015,24814,10967,10,271202.0,6032,Seasonal Sale,Cat Toys,West
2024-09-19,12382,20611,19716,11374,20,107899.1,4764,New Product Launch,Dog Food,West
2024-06-09,59683,55857,32528,10358,15,260283.9,5369,Discount Offer,Cat Toys,North
2024-05-30,55276,50660,6995,9348,10,210735.8,4498,New Product Launch,Dog Toys,South
2024-03-25,43402,20577,27414,15196,5,173501.9,5966,Discount Offer,Dog Toys,North
2024-05-26,36946,35002,18844,6459,5,163618.69999999998,5165,Discount Offer,Dog Toys,West
2024-04-21,32335,65711,20522,6942,5,204824.1,6944,Discount Offer,Dog Food,South
2024-02-05,55095,54451,13498,19896,20,244332.7,5760,New Product Launch,Dog Toys,East
2024-10-11,37197,49275,7102,16685,20,192254.4,4117,New Product Launch,Cat Food,East
2024-07-06,32010,64103,13524,10422,20,207210.5,4364,Brand Awareness,Dog Food,West
2024-03-22,34123,43647,35846,19407,20,214514.40000000002,5981,Discount Offer,Cat Toys,South
2024-01-02,12890,49831,13107,15049,5,147977.8,4135,New Product Launch,Dog Toys,West
